Date,q1_forecast,q2_forecast,forecast
2016-11-02,1440969.9334144192,1764989.7362681988,1602979.8348413089
2016-11-03,1520877.928563063,1916270.2527835858,1718574.0906733244
2016-11-04,1543055.9611694044,1968887.259540594,1755971.6103549993
2016-11-05,1333426.292045982,1775330.0682032523,1554378.1801246172
2016-11-06,1226685.2387672607,1687044.896963013,1456865.067865137
2016-11-07,1525522.2819006236,1998151.1609995742,1761836.7214500988
2016-11-08,1444829.7142821297,1919878.7646527693,1682354.2394674495
2016-11-09,1564518.9325142445,2074056.34429885,1819287.6384065473
2016-11-10,1593228.9384212482,2111531.0308457026,1852379.9846334755
2016-11-11,1547320.570282714,2070012.6166391573,1808666.5934609356
2016-11-12,1308743.0028027445,1837902.3092389149,1573322.6560208297
2016-11-13,1212912.3927480956,1754568.429840299,1483740.4112941972
2016-11-14,1487107.8351264417,2037756.4712879525,1762432.153207197
2016-11-15,1353713.5675152724,1905516.3336257343,1629614.9505705032
2016-11-16,1480970.3135550665,2074100.6394503783,1777535.4765027224
2016-11-17,1511355.1882325737,2116255.5443355576,1813805.3662840659
2016-11-18,1464264.0151505945,2075859.2752482137,1770061.645199404
2016-11-19,1226690.784163002,1847058.540805054,1536874.662484028
2016-11-20,1140229.6953857688,1775949.2653504845,1458089.4803681266
2016-11-21,1446486.661783264,2092445.7775699887,1769466.2196766264
2016-11-22,1346587.6804553038,1993733.8267397657,1670160.7535975347
2016-11-23,1472009.0822191648,2147492.5791493054,1809750.830684235
2016-11-24,1488213.1082469318,2170858.1475520288,1829535.6278994803
2016-11-25,1429101.3599168367,2116292.46425379,1772696.9120853136
2016-11-26,1189857.2332967648,1884591.8854178593,1537224.559357312
2016-11-27,1109050.332201938,1817549.5425764883,1463299.9373892131
2016-11-28,1414526.4326452822,2132026.5529271066,1773276.4927861944
2016-11-29,1306523.192904453,2024899.9703406363,1665711.5816225447
2016-11-30,1431930.9317374227,2176678.585563605,1804304.7586505138
2016-12-01,1446519.928693185,2198147.9354793066,1822333.9320862459
2016-12-02,1387207.5754913387,2143422.262291319,1765314.918891329
2016-12-03,1149785.7872407804,1913468.358788429,1531627.0730146049
2016-12-04,1072556.7387555619,1849507.5559233543,1461032.147339458
2016-12-05,1383532.512459079,2168949.840894884,1776241.1766769816
2016-12-06,1279568.049791431,2065763.111345004,1672665.5805682177
2016-12-07,1404070.2645580568,2213441.4179375796,1808755.8412478182
2016-12-08,1415979.9109928182,2231345.2617790634,1823662.5863859407
2016-12-09,1355228.5977060427,2174726.986698263,1764977.7922021528
2016-12-10,1118622.2557059196,1945071.1406684706,1531846.6981871952
2016-12-11,1043322.0799193508,1882081.7795323073,1462701.929725829
2016-12-12,1354588.1311440188,2201129.3047997104,1777858.7179718646
2016-12-13,1249023.8027989925,2096244.4965261852,1672634.1496625887
2016-12-14,1373562.3816452508,2242359.456731563,1807960.9191884068
2016-12-15,1385117.226588873,2259558.3087600977,1822337.7676744855
2016-12-16,1324651.556225898,2203036.8556062654,1763844.2059160818
2016-12-17,1088919.6430777009,1973901.852421576,1531410.7477496383
2016-12-18,1014755.4735474976,1911337.9405280142,1463046.7070377558
2016-12-19,1326964.1248894285,2230834.122250889,1778899.1235701586
2016-12-20,1221699.7284884248,2126194.7321377397,1673947.2303130822
2016-12-21,1346342.357554149,2270940.349888238,1808641.3537211935
2016-12-22,1357579.7474092094,2287452.683023878,1822516.2152165438
2016-12-23,1297149.9091867507,2230736.5048166756,1763943.207001713
2016-12-24,1061901.581250855,2001716.9097996864,1531809.2455252707
2016-12-25,988383.3955482629,1939130.0406743835,1463756.7181113232
2016-12-26,1300742.3028786315,2258342.2552297767,1779542.279054204
2016-12-27,1195114.6060107737,2153295.8553954605,1674205.2307031169
2016-12-28,1320087.5079845411,2297268.5354856756,1808678.0217351085
2016-12-29,1331385.626222815,2313573.0315123727,1822479.3288675938
2016-12-30,1271167.103414015,2256889.3820591024,1764028.2427365587
2016-12-31,1036270.9890364369,2027911.981484257,1532091.485260347
